Code,KB,Sales,Month,Year
447,Gasoline stations,7366,12,2020
448,Clothing and clothing access. stores,33670,12,2020
4481,Clothing stores,27862,12,2020
44811,Men's clothing stores,36635,12,2020
44812,Women's clothing stores,32237,12,2020
44814,Family clothing stores,19983,12,2020
44819,Other clothing stores,604,12,2020
4482,Shoe stores,3399,12,2020
44831,Jewelry stores,12137,12,2020
451,"Sporting goods, hobby, musical instrument, and book stores",1685,12,2020
45111,Sporting goods stores,3824,12,2020
45112,"Hobby, toy, and game stores",7824,12,2020
451211,Book stores,11319,12,2020
452,General merchandise stores,6799,12,2020
4521,Department stores,2617,12,2020
452111,Department stores(excl. discount department stores),900,12,2020
452112,Discount dept. stores,77086,12,2020
4529,Other general merchandise stores,14624,12,2020
45291,Warehouse clubs and superstores,3492,12,2020
45299,All other gen. merchandise stores,11132,12,2020
453,Miscellaneous store retailers,62462,12,2020
4532,"Office supplies, stationery, and gift stores",53210,12,2020
45321,Office supplies and stationery stores,9252,12,2020
45322,"Gift, novelty, and souvenir stores",13939,12,2020
45330,Used merchandise stores,2616,12,2020
454,Nonstore retailers,912,12,2020
4541,Electronic shopping and mail-order houses,1704,12,2020
45431,Fuel dealers,1465,12,2020
722,Food services and drinking places,105157,12,2020
7224,Drinking places,96203,12,2020
7225,Restaurants and other eating places,3723,12,2020
722511,Full service restaurants,51497,12,2020
"722513, 722514, 722515",Limited service eating places,0,12,2020
441,Motor vehicle and parts dealers,417856,12,2019
"44,114,412",Automobile and other motor vehicle dealers,147773,12,2019
4411,Automobile dealers,103611,12,2019
44111,New car dealers,96137,12,2019
44112,Used car dealers,91579,12,2019
4413,"Automotive parts, acc., and tire stores",82739,12,2019
"442,443","Furniture, home furn, electronics, and appliance stores",8840,12,2019
442,Furniture and home furnishings stores,7474,12,2019
4421,Furniture stores,22075,12,2019
4422,Home furnishings stores,11189,12,2019
44221,Floor covering stores,5438,12,2019
442299,All other home furnishings stores,5751,12,2019
443,Electronics and appliance stores,0,12,2019
443141,Household appliance stores,3746,12,2019
443142,Electronics stores,10886,12,2019
444,Building mat. and garden equip. and supplies dealers,1423,12,2019
4441,Building mat. and supplies dealers,9463,12,2019
44412,Paint and wallpaper stores,28621,12,2019
44413,Hardware stores,24990,12,2019
445,Food and beverage stores,829,12,2019
4451,Grocery stores,2337,12,2019
44511,Supermarkets and other grocery (except convenience) stores,70028,12,2019
4453,"Beer, wine, and liquor stores",60938,12,2019
446,Health and personal care stores,58214,12,2019
44611,Pharmacies and drug stores,6326,12,2019
447,Gasoline stations,31479,12,2019
448,Clothing and clothing access. stores,25195,12,2019
4481,Clothing stores,40962,12,2019
44811,Men's clothing stores,35157,12,2019
44812,Women's clothing stores,24357,12,2019
44814,Family clothing stores,1003,12,2019
44819,Other clothing stores,4274,12,2019
4482,Shoe stores,14433,12,2019
44831,Jewelry stores,2296,12,2019
451,"Sporting goods, hobby, musical instrument, and book stores",4044,12,2019
45111,Sporting goods stores,6188,12,2019
45112,"Hobby, toy, and game stores",9665,12,2019
451211,Book stores,5337,12,2019
452,General merchandise stores,2305,12,2019
4521,Department stores,1074,12,2019
452111,Department stores(excl. discount department stores),77926,12,2019
452112,Discount dept. stores,18276,12,2019
4529,Other general merchandise stores,6153,12,2019
45291,Warehouse clubs and superstores,12123,12,2019
45299,All other gen. merchandise stores,59650,12,2019
453,Miscellaneous store retailers,51201,12,2019
4532,"Office supplies, stationery, and gift stores",8449,12,2019
45321,Office supplies and stationery stores,12227,12,2019
45322,"Gift, novelty, and souvenir stores",2950,12,2019
45330,Used merchandise stores,911,12,2019
454,Nonstore retailers,2039,12,2019
4541,Electronic shopping and mail-order houses,1511,12,2019
45431,Fuel dealers,89716,12,2019
722,Food services and drinking places,80543,12,2019
7224,Drinking places,4110,12,2019
7225,Restaurants and other eating places,66004,12,2019
722511,Full service restaurants,0,12,2019
"722513, 722514, 722515",Limited service eating places,57953,12,2019
441,Motor vehicle and parts dealers,392478,12,2018
"44,114,412",Automobile and other motor vehicle dealers,146442,12,2018
4411,Automobile dealers,101048,12,2018
44111,New car dealers,93824,12,2018
44112,Used car dealers,89379,12,2018
4413,"Automotive parts, acc., and tire stores",80750,12,2018
"442,443","Furniture, home furn, electronics, and appliance stores",8629,12,2018
442,Furniture and home furnishings stores,7224,12,2018
4421,Furniture stores,22124,12,2018
4422,Home furnishings stores,11120,12,2018
44221,Floor covering stores,5427,12,2018
442299,All other home furnishings stores,5693,12,2018
443,Electronics and appliance stores,0,12,2018
443141,Household appliance stores,3808,12,2018
443142,Electronics stores,11004,12,2018
444,Building mat. and garden equip. and supplies dealers,1393,12,2018
4441,Building mat. and supplies dealers,9611,12,2018
44412,Paint and wallpaper stores,27530,12,2018
44413,Hardware stores,23986,12,2018
445,Food and beverage stores,817,12,2018
4451,Grocery stores,2260,12,2018
44511,Supermarkets and other grocery (except convenience) stores,68047,12,2018
4453,"Beer, wine, and liquor stores",59177,12,2018
446,Health and personal care stores,56691,12,2018
44611,Pharmacies and drug stores,6128,12,2018
447,Gasoline stations,30794,12,2018
448,Clothing and clothing access. stores,24750,12,2018
4481,Clothing stores,38177,12,2018
44811,Men's clothing stores,33950,12,2018
44812,Women's clothing stores,23481,12,2018
44814,Family clothing stores,1012,12,2018
44819,Other clothing stores,4392,12,2018
4482,Shoe stores,13626,12,2018
44831,Jewelry stores,2190,12,2018
451,"Sporting goods, hobby, musical instrument, and book stores",4217,12,2018
45111,Sporting goods stores,5789,12,2018
45112,"Hobby, toy, and game stores",9348,12,2018
451211,Book stores,5106,12,2018
452,General merchandise stores,2101,12,2018
4521,Department stores,1149,12,2018
452111,Department stores(excl. discount department stores),77968,12,2018
452112,Discount dept. stores,19082,12,2018
4529,Other general merchandise stores,6356,12,2018
45291,Warehouse clubs and superstores,12726,12,2018
45299,All other gen. merchandise stores,58886,12,2018
453,Miscellaneous store retailers,50429,12,2018
4532,"Office supplies, stationery, and gift stores",8457,12,2018
45321,Office supplies and stationery stores,11455,12,2018
45322,"Gift, novelty, and souvenir stores",3052,12,2018
45330,Used merchandise stores,977,12,2018
454,Nonstore retailers,2075,12,2018
4541,Electronic shopping and mail-order houses,1399,12,2018
45431,Fuel dealers,73085,12,2018
722,Food services and drinking places,64279,12,2018
7224,Drinking places,4040,12,2018
7225,Restaurants and other eating places,63088,12,2018
722511,Full service restaurants,0,12,2018
"722513, 722514, 722515",Limited service eating places,55411,12,2018
441,Motor vehicle and parts dealers,396902,12,2017
"44,114,412",Automobile and other motor vehicle dealers,149727,12,2017
4411,Automobile dealers,100125,12,2017
44111,New car dealers,92708,12,2017
44112,Used car dealers,88211,12,2017
4413,"Automotive parts, acc., and tire stores",79822,12,2017
"442,443","Furniture, home furn, electronics, and appliance stores",8389,12,2017
442,Furniture and home furnishings stores,7417,12,2017
4421,Furniture stores,22851,12,2017
4422,Home furnishings stores,11434,12,2017
44221,Floor covering stores,5400,12,2017
442299,All other home furnishings stores,6034,12,2017
443,Electronics and appliance stores,0,12,2017
443141,Household appliance stores,4006,12,2017
443142,Electronics stores,11417,12,2017
444,Building mat. and garden equip. and supplies dealers,1432,12,2017
4441,Building mat. and supplies dealers,9985,12,2017
44412,Paint and wallpaper stores,26728,12,2017
44413,Hardware stores,23439,12,2017
445,Food and beverage stores,788,12,2017
4451,Grocery stores,2226,12,2017
44511,Supermarkets and other grocery (except convenience) stores,67886,12,2017
4453,"Beer, wine, and liquor stores",59125,12,2017
446,Health and personal care stores,56756,12,2017
44611,Pharmacies and drug stores,5972,12,2017
447,Gasoline stations,30602,12,2017
448,Clothing and clothing access. stores,24692,12,2017
4481,Clothing stores,39943,12,2017
44811,Men's clothing stores,33923,12,2017
44812,Women's clothing stores,23501,12,2017
44814,Family clothing stores,1026,12,2017
44819,Other clothing stores,4524,12,2017
4482,Shoe stores,13641,12,2017
44831,Jewelry stores,1815,12,2017
451,"Sporting goods, hobby, musical instrument, and book stores",4144,12,2017
45111,Sporting goods stores,5832,12,2017
45112,"Hobby, toy, and game stores",10899,12,2017
451211,Book stores,5530,12,2017
452,General merchandise stores,3258,12,2017
4521,Department stores,1114,12,2017
452111,Department stores(excl. discount department stores),78716,12,2017
452112,Discount dept. stores,20383,12,2017
4529,Other general merchandise stores,7943,12,2017
45291,Warehouse clubs and superstores,12440,12,2017
45299,All other gen. merchandise stores,58333,12,2017
453,Miscellaneous store retailers,50087,12,2017
4532,"Office supplies, stationery, and gift stores",8246,12,2017
45321,Office supplies and stationery stores,11736,12,2017
45322,"Gift, novelty, and souvenir stores",3338,12,2017
45330,Used merchandise stores,1016,12,2017
454,Nonstore retailers,2322,12,2017
4541,Electronic shopping and mail-order houses,1500,12,2017
45431,Fuel dealers,73618,12,2017
722,Food services and drinking places,64725,12,2017
7224,Drinking places,4431,12,2017
7225,Restaurants and other eating places,61188,12,2017
722511,Full service restaurants,2231,12,2017
"722513, 722514, 722515",Limited service eating places,53589,12,2017
441,Motor vehicle and parts dealers,381017,12,2016
"44,114,412",Automobile and other motor vehicle dealers,148877,12,2016
4411,Automobile dealers,101036,12,2016
44111,New car dealers,93364,12,2016
44112,Used car dealers,89247,12,2016
4413,"Automotive parts, acc., and tire stores",80614,12,2016
"442,443","Furniture, home furn, electronics, and appliance stores",8633,12,2016
442,Furniture and home furnishings stores,7672,12,2016
4421,Furniture stores,22420,12,2016
4422,Home furnishings stores,10989,12,2016
44221,Floor covering stores,5299,12,2016
442299,All other home furnishings stores,5690,12,2016
443,Electronics and appliance stores,1685,12,2016
443141,Household appliance stores,3884,12,2016
443142,Electronics stores,11431,12,2016
444,Building mat. and garden equip. and supplies dealers,1631,12,2016
4441,Building mat. and supplies dealers,9800,12,2016
44412,Paint and wallpaper stores,25818,12,2016
44413,Hardware stores,22759,12,2016
445,Food and beverage stores,753,12,2016
4451,Grocery stores,2100,12,2016
44511,Supermarkets and other grocery (except convenience) stores,65103,12,2016
4453,"Beer, wine, and liquor stores",56444,12,2016
446,Health and personal care stores,54287,12,2016
44611,Pharmacies and drug stores,5812,12,2016
447,Gasoline stations,29608,12,2016
448,Clothing and clothing access. stores,23791,12,2016
4481,Clothing stores,37154,12,2016
44811,Men's clothing stores,34824,12,2016
44812,Women's clothing stores,24003,12,2016
44814,Family clothing stores,1098,12,2016
44819,Other clothing stores,4577,12,2016
4482,Shoe stores,13365,12,2016
44831,Jewelry stores,2264,12,2016
451,"Sporting goods, hobby, musical instrument, and book stores",4316,12,2016
45111,Sporting goods stores,6050,12,2016
45112,"Hobby, toy, and game stores",11441,12,2016
451211,Book stores,5837,12,2016
452,General merchandise stores,3432,12,2016
4521,Department stores,1244,12,2016
452111,Department stores(excl. discount department stores),76698,12,2016
452112,Discount dept. stores,21358,12,2016
4529,Other general merchandise stores,8536,12,2016
45291,Warehouse clubs and superstores,12822,12,2016
45299,All other gen. merchandise stores,55340,12,2016
453,Miscellaneous store retailers,47471,12,2016
4532,"Office supplies, stationery, and gift stores",7869,12,2016
45321,Office supplies and stationery stores,11485,12,2016
45322,"Gift, novelty, and souvenir stores",3494,12,2016
45330,Used merchandise stores,1129,12,2016
454,Nonstore retailers,2365,12,2016
4541,Electronic shopping and mail-order houses,1394,12,2016
45431,Fuel dealers,66466,12,2016
722,Food services and drinking places,58607,12,2016
7224,Drinking places,3709,12,2016
7225,Restaurants and other eating places,57614,12,2016
722511,Full service restaurants,2089,12,2016
"722513, 722514, 722515",Limited service eating places,50206,12,2016
